,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
0,Senior Data Engineer (Remote),Employer Provided Salary:$50.00 - $70.00 Per Hour,"Company Overview: IT Giants INC is a dynamic and innovative technology company at the forefront of delivering advanced data solutions across various industries. We are seeking an experienced Data Engineer with expertise in cloud platforms, programming languages, database technologies, and analytics tools. If you also have a strong background in the airline domain, this is an opportunity to join our dedicated team and shape the future of data-driven decision-making in the aviation sector.
Position Overview: As a Data Engineer at IT Giants INC, you will play a pivotal role in designing, building, and maintaining sophisticated data pipelines and analytical solutions for our airline industry clients. Leveraging your deep understanding of both data engineering and the airline domain, you will empower our clients to harness the power of their data to improve operations and customer experiences.
Key Responsibilities:
Data Pipeline Development: Architect, develop, and maintain end-to-end data pipelines, integrating data from diverse sources, including cloud platforms (GCP, Azure, AWS), APIs, and various databases (Teradata, Oracle, PostgreSQL, NoSQL).
Data Transformation and Modeling: Apply your expertise in SQL, Python, and Alteryx to transform raw data into meaningful insights, while ensuring data integrity and accuracy.
Cloud Expertise: Utilize your proficiency in GCP, Azure, and AWS to design and implement scalable and cost-efficient cloud-based solutions that meet the unique demands of the airline industry.
Database Management: Manage relational and NoSQL databases to store and retrieve data efficiently, ensuring optimal performance and security.
Analytics and Reporting: Collaborate with data scientists and analysts to develop interactive dashboards and reports using tools like Tableau, QuickSight, and CloudWatch, enabling stakeholders to make informed decisions.
Data Quality and Governance: Implement data quality checks, validation processes, and adherence to industry regulations to ensure data accuracy and compliance.
Version Control and Collaboration: Utilize GitLab and other version control tools to collaborate with cross-functional teams on code management and deployment.
Real-time Monitoring: Develop real-time data processing solutions using technologies like CloudWatch to enable timely insights into operational metrics.
Linux Environment: Leverage your proficiency in Linux to optimize system performance and troubleshoot issues as they arise.
Domain Knowledge: Apply your deep understanding of the airline industry to structure data effectively and drive actionable insights from the data.
Qualifications:
Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
years of proven experience in data engineering, with a focus on cloud platforms (GCP, Azure, AWS), Python, SQL, and relevant database technologies.
Experience with Alteryx, Tableau, and data visualization tools for creating impactful dashboards.
Proficiency in managing databases such as Teradata, Oracle, PostgreSQL, and NoSQL databases.
Strong command of Linux environments and version control using GitLab.
Familiarity with CloudWatch, QuickSight, and real-time data processing is advantageous.
Domain expertise in the airline industry, including a solid understanding of aviation data, standards, and operational challenges.
Excellent problem-solving skills and the ability to troubleshoot complex data issues.
Effective communication skills to collaborate with technical and non-technical teams.
Proven ability to work independently and in a team, delivering high-quality solutions.
Join Our Team: If you are a driven and knowledgeable Data Engineer with a passion for both technology and the airline industry, IT Giants INC offers an exciting opportunity to contribute to transformative data solutions. Join us in our mission to revolutionize data analytics within the aviation sector and drive meaningful impact.
Job Types: Full-time, Contract
Pay: $50.00 - $70.00 per hour
Experience level:
6 years
Schedule:
Monday to Friday
Work Location: Remote",5.0,"IT Giants
5.0",Remote,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
1,BI Data Engineer (Remote),Employer Provided Salary:$75.00 - $85.00 Per Hour,"Stefanini Group is hiring!
Exciting opportunity awaits, let us help you get started!
Click Apply now or you may call: (248) 728-2611 / email: palak.agrawal@stefanini.com for faster processing!

Job Description:
We require a reliable, talented, highly motivated BI/Data Engineer with excellent SQL, PowerBI, Python skills, The firm is putting a huge focus on data and reporting, with an increased demand of data related tasks.
As a global leader in Asset management, you will be working as part of an innovative, fast paced technology driven culture who are always looking at ways to enhance how technology is used within their organization.
You will be a valued member of an effective data team working to deliver growth against ambitious targets.
You will play a key role in extracting useful information from data, providing important insights to global technology teams.
The role will focus on creating best practice, high quality data solutions in collaboration with numerous business stakeholders and technology partners.
We are looking for someone who enjoys problem solving, who has an inquisitive nature, a team player and can work in a collaborative environment with good communication skills.
Ability to help extract and analyze data is required for the job.



Requirements:
We are looking for a good mix of the following skills:
Excellent experience in the Microsoft BI stack, Excel.
Excellent experience in building data pipelines and integrations (ETL/ELT).
Excellent knowledge of data warehousing and analysis concepts, data normalization, dimensional modelling, and associated practices.
Knowledge and experience of data manipulation languages such as DAX or MDX, Visualization or dashboarding experience.
Python experience is a must. Azure cloud experience would be a bonus.
We believe in building a culture supported by strong values, trust and independence. Within the team, we are highly collaborative, supportive, open and have high standards in the work we produce.

Education:
Bachelor's degree or equivalent experience.

*Listed salary ranges may vary based on experience, qualifications, and local market. Also, some positions may include bonuses or other incentives*

About Stefanini Group
The Stefanini Group is a global provider of offshore, onshore and near shore outsourcing, IT digital consulting, systems integration, application and strategic staffing services to Fortune 1000 enterprises around the world. Our presence is in countries like Americas, Europe, Africa and Asia, and more than 400 clients across a broad spectrum of markets, including financial services, manufacturing, telecommunications, chemical services, technology, public sector, and utilities. Stefanini is a CMM level 5, IT consulting, company with global presence. We are CMM Level 5 company.",3.3,"Stefanini, Inc
3.3","New York, NY",10000+ Employees,1987,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD)
2,Data Analytics Engineer,Employer Provided Salary:$60.00 Per Hour,"JD and Details
Current location: Santa Clara Valley (Cupertino)
Position: Digital Marketing Data Analyst
Position Type: Hybrid - Long Term Contract
JD:
KEY QUALIFICATIONS
Business Skills
Experienced data scientist with 5+ years of experience developing data reporting solutions and strategy across digital marketing platforms and social ecosystems
Experience analyzing the launch of new products, services, or websites.
In-depth knowledge of digital analytics data, measurement, methodologies and industry standards.
Excellent communicator with good design sense and natural presentations skills that can weave results into a narrative for business and creative teams to comprehend easily.
Curiosity to dive below the surface and identify important strategic implications in the data.
Can take a project from start to finish with minimal supervision.
Great collaborator and coordinator with the proven ability to work across teams to deliver quality deliverables on time.
Able to balance multiple projects and assignments with a focus on efficiency.
Detail-oriented, organized, and patient.
Technical Skills
Strong working knowledge of Adobe Analytics, Google Analytics or other web measurement platforms (Adobe Preferred).
Proficiency with Tableau or other Data Visualization tools
Strong working knowledge of SQL, Snowflake experience preferred
Job Type: Contract
Salary: Up to $60.00 per hour
Schedule:
Monday to Friday
Work Location: Remote",-1,Proits Hub LLC,Remote,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
3,"Data Engineer (AWS, Python)",Employer Provided Salary:$50.00 - $52.00 Per Hour,"Title: Data Engineer (AWS, Python)
Location: Remote
Duration: 12+ Months
Job Description:
Typical task breakdown:-
Daily standup, collaborate with peers, work independently to complete sprint commitments, participate in agile ceremonies.
Interaction with team:-
Daily stand up meetings with team – working mainly with Helios Platform adoption team.
Work environment:
Education & Experience Required:
Bachelor's in computer science required plus 7+ Working experience .
Masters degree with 6+ years working expeirence acceptable as well.
Preferred: AWS cloud certifications
Technical Skills
(Required)
Exp with Object oriented programming - Python (4+ years)
AWS (3+ years overall exp) lambda and/or glue, EMR, S3
SQL (3+ years)
2+ years exp in test driven development, unit test, integration testing, regression testing
(Desired)
Event driven framework experience.
Kinesis or Kafka experience
Familiar with working in Agile methodology
Soft Skills
(Required)
Strong written and verbal communication, experience working as a member of agile engineering team, ability to commit to and deliver work within allocated sprint window.
Job Type: Contract
Pay: $50.00 - $52.00 per hour
Experience level:
9 years
Schedule:
Monday to Friday
Experience:
AWS: 5 years (Required)
SQL: 5 years (Required)
Python: 5 years (Required)
Work Location: Remote",5.0,"DSMH LLC
5.0",Remote,1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD)
4,Data Engineer,Employer Provided Salary:$45.00 Per Hour,"Job Title: GCP Data Engineer
Duration: 12+ Months
Location: Hartford, CT (Onsite Role)
Tax term : W2 & 1099
Job Description:
As a GCP Data Engineer, you will play a pivotal role in designing, implementing, and optimizing data solutions on the Google Cloud Platform (GCP). Your expertise will be essential in leveraging various technologies to build robust data pipelines and contribute to the overall success of data-driven initiatives.
Roles and Responsibilities:
Design, develop, and maintain efficient data pipelines using Python or PySpark on the Google Cloud Platform.
Seamlessly integrate data solutions using GCP services like Google Cloud Storage, BigQuery, Dataflow, and Pub/Sub.
Utilize expertise in the Hadoop ecosystem, including HDFS and Hive, to craft seamless data workflows.
Transform raw data into insights by creating complex SQL queries for data transformation and analysis.
Implement data quality checks and validation procedures to ensure accuracy and completeness.
Optimize data pipelines and processes for maximum performance and efficiency.
Collaborate with cross-functional teams to understand data requirements and deliver tailored solutions.
Create comprehensive documentation for pipelines, workflows, and processes.
Stay updated with the latest data engineering and cloud technology trends.
Tackle complex challenges with a proactive problem-solving mindset.
Required Qualifications:
Expertise in Python/PySpark and hands-on experience with Google Cloud Platform (GCP) for data engineering tasks.
Strong understanding of the Hadoop ecosystem, including HDFS and Hive.
Proficiency in SQL for effective data manipulation and analysis.
Experience working with cloud platforms, preferably Google Cloud Platform (GCP).
Strong problem-solving skills and analytical thinking.
Effective communication and collaboration abilities.
Adaptability to evolving data engineering technologies and practices.
Job Type: Contract
Salary: From $45.00 per hour
Experience level:
9 years
Application Question(s):
What is your work authorization?
Experience:
Data engineer: 9 years (Required)
Google Cloud Platform: 5 years (Required)
Hadoop: 5 years (Required)
Python: 4 years (Preferred)
SQL: 4 years (Preferred)
Work Location: On the road",-1,Conglomerate IT,"Hartford, CT",-1,-1,-1,-1,-1,-1
5,Junior Data Engineer,$73K - $107K (Glassdoor est.),"Job Title - Junior Data Engineer
Location - Dallas TX Hybrid ( No Relocation )
Tax Term (W2, C2C) - W2 / C2C

Position Type(Contract/permanent) - Contract
Project Duration - Long term 12+ months



Job description -
The candidate needs to be hungry to learn and will be working with the Data team, looking for someone who is willing to learn and is motivated to grow within.
Scripting – Python, KSH, Powershell
Knowledge about Linux, and Windows Server Operating System
AWS basic knowledge",4.7,"HYR Global Source Inc
4.7","Dallas, TX",51 to 200 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
6,Data Engineer (Remote),-1,"At Bluesight, our mission is to create groundbreaking medication intelligence solutions that increase efficiency, safety and visibility for health systems and pharmaceutical manufacturers. We empower our customers to deliver the right medicine to the right patient at the right time, every time. We are a high growth healthcare information technology company with a start-up 'vibe' but over 2,000 customers tracking medications using our proven solutions.

The Data Engineer has experience working with both internal, and external, consumers of data products, with a skill for building data architectures and platforms that are robust, extensible, and scalable. Prior experience designing and leading an enterprise-wide data architecture is desirable. This role should use a collaborative and consensus-building approach to the work. This role will cover the spectrum of our data product offerings, from data governance and security to extract, transformation and testing and will work closely with product owners, engineering teams.
You can expect to:
Define, design, implement and maintain data architectures and infrastructure that unify our core products and 3rd party tools
Develop and champion good data stewardship and governance practices across the company and work closely with Security to ensure customer assurance
Design and support customer facing data products both with API and interactive components.
You will be responsible for extending a set of tools used for data pipeline development and metadata management.
About You:
A minimum of a BS degree in computer science, software engineering, or related scientific discipline
At least 2 years of experience in a data engineering role gained over several companies or coupled with prior experience as a backend engineer
Ability to communicate clearly with all audiences about data architecture and implementations
Strong written and analytical skills
Experience working on modern ETL tools like Stitch and FiveTran, and DBT
Strong bias for action, documentation and education
Ability to work through ambiguity with open communication and autonomy
Expert-level mastery of SQL (MySql, Redshift, Athena, Postgres) and db denormalization concepts
Proficiency in Spark or other distributed processing frameworks.
Exceptional attention to detail
Great analytical, critical thinking, and problem-solving abilities
Proficiency implementing monitoring instrumentation, triaging incidents, resolving customer issues
Experience with a data pipeline orchestration tools like Dagster, Luigi or Airflow
Working experience in AWS cloud computing environment, preferably with Lambda, S3, MWAA, Athena, SQS, DMS, Glue
Programming experience with Python in a production setting
Nice to Have:
Experience working with PHI or other regulated data
Knowledge of hospital data systems (e.g. EHR, ADC, purchasing reports, etc.)
Knowledge of the pharmaceutical supply chain
What you'll get from us:
Opportunity to build a data team culture within the organization, and to shape a data team that has built an industry-leading product
A strong voice in what we work on, how it works, and how we build it
Trust in your sense of ownership, estimations and design decisions
A budget for training and career development
Coworkers you'll learn from and who are looking to learn from you
Opportunities to solve problems of scale, debt and security to redefine what’s possible in medication intelligence
This position is a remote position and open to applicants in the continental United States.

Why Bluesight?
Bluesight’s culture is built on innovation and teamwork. There’s room to grow and opportunities to take initiative. You will partner with sharp, motivated teammates looking to disrupt a massive industry—and have fun doing it. We truly believe that where you work and what you do matters. Join us as we revolutionize the hospital pharmacy landscape!
Competitive salary
Time off when you need it – unlimited vacation days!
Generous insurance coverage
401k program with a company match
Fun, collaborative culture!

EOE AA M/F/VET/Disability

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, religion, color, national origin, sex, protected veteran status, disability, or any other basis protected by federal, state or local laws.",4.1,"Kitcheck
4.1",Remote,51 to 200 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD)
7,"Associate Engineer, Data Science",-1,"Company Description

We're Nagarro.

We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences that inspire, excite, and delight. We work at scale — across all devices and digital mediums, and our people exist everywhere in the world (18,000+ experts across 33 countries, to be exact). Our work culture is dynamic and non-hierarchical. We're looking for great new colleagues. That's where you come in!

Job Description

You have begun to prove your worth in our industry! How has the experience been so far? We hope it has been rewarding. At Nagarro, we want to take the word “hope” out of that sentence. At Nagarro, if you are ready to take the next step, we are ready to take you to the next level. Want to work with the coolest tech, the brightest minds, and be able to solve the most challenging problems, then look no further.

Additional Information

Click here to access the application privacy notice",4.1,"Nagarro
4.1",Remote,10000+ Employees,1996,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
8,Data Engineer,-1,"Job Details
Description
CivicPlus is a trusted technology company dedicated to empowering government staff and powering exceptional digital experiences for residents. With a comprehensive suite of solutions that combine to form THE Modern Civic Experience Platform, we strive to create one-stop, frictionless, interactions that delight residents and help staff collaborate and work efficiently. As a result, government administrations that choose CivicPlus realize greater trust and satisfaction among their community members.
Backed by over 25 years of experience and leveraging the insights of more than 950 team members, our solutions are chosen by over 12,500 global entities and are used daily by over 340 million people in the U.S. and Canada alone.
As a Data Engineer within our AI and ML Team, you will play a crucial role in developing and maintaining the infrastructure required for the successful implementation of artificial intelligence (AI) and machine learning (ML) projects. Your expertise in data engineering will be instrumental in ensuring the availability, reliability, and scalability of data pipelines, enabling efficient data processing, analysis, and model training.
We’re excited to hire a new Data Engineer who can:
Design, develop, and maintain data infrastructure and pipelines to support AI and ML initiatives.
Collaborate with software engineers to understand data requirements and implement efficient data processing workflows.
Build and optimize data integration and transformation processes for structured and unstructured data sources.
Create and manage data warehouses, data lakes, and other storage systems to support large-scale data processing and analysis.
Ensure data security and privacy compliance in alignment with organizational and regulatory requirements.
Develop and maintain documentation related to data infrastructure, pipelines, and processes.
Collaborate with cross-functional teams to identify and address data-related challenges and opportunities.
May participate in on-call rotation to gain better understanding of Product Suite
There is no perfect candidate, but we are looking for:
Bachelor's degree in computer science, engineering, or a related field.
Proven experience as a Data Engineer or similar role, working with large-scale data processing and analysis.
Proficiency in SQL and experience with relational databases (e.g., PostgreSQL, MySQL) and NoSQL databases (e.g., MongoDB, Cassandra).
Experience with big data technologies and frameworks
Familiarity with cloud platforms (e.g., AWS, Azure, GCP) and their data-related services.
Knowledge of data modeling and ETL principles.
Understanding of distributed computing architectures and parallel processing techniques.
Excellent problem-solving skills and ability to work effectively in a dynamic team environment.
Strong communication and interpersonal skills, with the ability to explain technical concepts to non-technical stakeholders.
Note: We know that excellent candidates can have all sorts of backgrounds and experiences, so please don’t hesitate to apply even if you don’t meet 100% of the listed requirements!
We offer competitive salary and benefits packages, including health insurance, retirement plans, flexible time off, and a commitment to Diversity, Equity, Inclusion, and Belonging. If you are passionate about technology and want to make a meaningful impact in your community, we’d love to hear from you.
We are an equal opportunity employer and value diversity at our company. We desire to have our employees reflect the diverse communities we serve, and we recognize that diverse and inclusive teams lead to more innovation and better financial returns. We do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
What is our hiring process?
Introductory Call with a member of our Talent Acquisition team.
First Interview with the up to 4 CivicPlus Team Members
Second Interview- Panel Interview with up to 4 CivicPlus Leaders
Interview Project Activity- This activity is designed to give us insight into your problem-solving approach and methods.
Offer
Please note that the specifics of this process may vary based on the position you're applying for.
Employment Practices
CivicPlus is proud to be an Equal Employment Opportunity employer. At CivicPlus, we celebrate and support diversity for the benefit of our employees, products, clients, and communities we serve.
Upon receiving an offer of employment, candidates must complete required pre-employment screenings, which include a drug test and background screen. Offer of employment is contingent upon this post-offer screening process. All testing will be conducted by a licensed independent administrator, which will follow testing standards and background screens in accordance with state law.
We are committed to providing equal employment opportunities to all qualified individuals and will make reasonable accommodations for individuals with disabilities during the interview process. If you require an accommodation, please let us know in advance so we can make appropriate arrangements. We welcome and encourage candidates of all abilities to apply for this position.",3.6,"CivicPlus
3.6",Remote,501 to 1000 Employees,1998,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD)
9,Data Engineer,Employer Provided Salary:$70.00 - $75.00 Per Hour,"Job ID: ROCGJP00022864
Role: Data Engineer/Data Scientist
Location: SSF, CA94080(Hybrid, 3 days a week onsite)
Duration: 12+months
.
NOTE: It's a W2 contract role so NO C2C candidates please
.
Must have skills
Outstanding communication skills
Self-Starter Starter/Self-managed
.
Technical skills:
5 years plus experience as Data Engineer/Data Scientist.
SQL background. Able to run Queries. Extract data, understand table structures – Redshift and Oracle
Understand database performance.
AWS platform – Knowledge of Redshift, S3 pockets
Ability to look at data and connect it with other data.
Understand how API’s work. External and internal vendors
Tableau – we have 10 to 20 reports.
Reports on data source and manage them.
Job Type: Contract
Salary: $70.00 - $75.00 per hour
Experience level:
4 years
Schedule:
8 hour shift
Day shift
Application Question(s):
It is a W2 contract role so NO C2C candidates please.
Experience:
Overall IT: 5 years (Required)
Data Engineer/Data Scientist: 4 years (Required)
SQL: 3 years (Required)
AWS: 2 years (Required)
Tableau: 1 year (Required)
Work Location: In person",2.0,"Norwin
2.0","South San Francisco, CA",1 to 50 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable
